S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion
0.01,0.01,0.01,0.001,0.001,0.001,0.05,1e-08,0.2,0.04,0.02,0.05,1.0,1.0,1.0,1.0,0.3,0.3,0.3,0.3,0.3,0.6,0.3,1.5,0.04,0.02,3.4e-08
